"","gbifID","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","locality","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","biome"
"177206",2294663655,"Celastrales","Celastraceae","Euonymus","Euonymus fortunei","","SPECIES","Euonymus fortunei (Turcz.) Hand.-Mazz.","Euonymus fortunei","","","Arkansas",35.822891,-90.712675,5,"Mississippi River Forest"
"180711",1052577878,"Celastrales","Celastraceae","Euonymus","Euonymus fortunei","","SPECIES","Euonymus fortunei (Turcz.) Hand.-Mazz.","Euonymus fortunei","","","Arkansas",35.828502,-90.664368,4,"Mississippi River Forest"
"180717",1042819595,"Celastrales","Celastraceae","Euonymus","Euonymus americanus","","SPECIES","Euonymus americanus L.","Euonymus americanus","","","Arkansas",35.972936,-90.716558,50,"Mississippi River Forest"
"183471",4177236572,"Cornales","Nyssaceae","Nyssa","Nyssa aquatica","","SPECIES","Nyssa aquatica L.","Nyssa aquatica","","","Arkansas",35.168977,-91.278411,10,"Mississippi River Forest"
"183499",4177195208,"Cornales","Nyssaceae","Nyssa","Nyssa aquatica","","SPECIES","Nyssa aquatica L.","Nyssa aquatica","","","Arkansas",35.168244,-91.273741,30,"Mississippi River Forest"
"183535",4177139224,"Cornales","Nyssaceae","Nyssa","Nyssa aquatica","","SPECIES","Nyssa aquatica L.","Nyssa aquatica","","","Arkansas",34.880204,-91.287187,10,"Mississippi River Forest"
"187092",4121080306,"Cornales","Cornaceae","Cornus","Cornus drummondii","","SPECIES","Cornus drummondii C.A.Mey.","Cornus drummondii","","","Arkansas",35.839679,-90.685645,8,"Mississippi River Forest"
"187446",4112213964,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.158272,-90.710425,20,"Mississippi River Forest"
"1903001",4039307729,"Cornales","Nyssaceae","Nyssa","Nyssa aquatica","","SPECIES","Nyssa aquatica L.","Nyssa aquatica","","","Arkansas",34.841913,-91.28398,4,"Mississippi River Forest"
"192882",3994118957,"Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","","SPECIES","Nyssa sylvatica Marshall","Nyssa sylvatica","","","Arkansas",35.768222,-90.70005,16,"Mississippi River Forest"
"193355",3963575533,"Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","","SPECIES","Nyssa sylvatica Marshall","Nyssa sylvatica","","","Arkansas",35.888272,-90.788117,4,"Mississippi River Forest"
"193684",3961012317,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.886885,-90.643993,10,"Mississippi River Forest"
"200237",3902709744,"Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","","SPECIES","Nyssa sylvatica Marshall","Nyssa sylvatica","","","Arkansas",35.888917,-90.787138,4,"Mississippi River Forest"
"2008161",3902161531,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.776558,-90.70952,31,"Mississippi River Forest"
"201096",3902092660,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.772858,-90.709222,8,"Mississippi River Forest"
"201703",3892304442,"Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","","SPECIES","Nyssa sylvatica Marshall","Nyssa sylvatica","","","Arkansas",35.782762,-90.703322,4,"Mississippi River Forest"
"201784",3889170449,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.784592,-90.70627,4,"Mississippi River Forest"
"201947",3888890438,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.772155,-90.70185,4,"Mississippi River Forest"
"202013",3888822500,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.782528,-90.70475,8,"Mississippi River Forest"
"202099",3888730421,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.772225,-90.701753,4,"Mississippi River Forest"
"202919",3873011529,"Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","","SPECIES","Nyssa sylvatica Marshall","Nyssa sylvatica","","","Arkansas",35.778267,-90.691303,3,"Mississippi River Forest"
"202951",3872959431,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.77293,-90.709195,9,"Mississippi River Forest"
"203036",3860769348,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.920945,-90.774505,4,"Mississippi River Forest"
"203854",3859552022,"Cornales","Cornaceae","Cornus","Cornus foemina","","SPECIES","Cornus foemina Mill.","Cornus foemina","","","Arkansas",35.703388,-90.429855,5,"Mississippi River Forest"
"205121",3802507348,"Cornales","Cornaceae","Cornus","Cornus foemina","","SPECIES","Cornus foemina Mill.","Cornus foemina","","","Arkansas",35.782983,-90.706162,4,"Mississippi River Forest"
"206297",3764562660,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.163194,-90.718692,4,"Mississippi River Forest"
"207428",3712662368,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.776594,-90.707245,7,"Mississippi River Forest"
"211339",3337598483,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.778863,-90.697667,5,"Mississippi River Forest"
"211431",3337381423,"Cornales","Nyssaceae","Nyssa","Nyssa aquatica","","SPECIES","Nyssa aquatica L.","Nyssa aquatica","","","Arkansas",34.935593,-91.240856,5,"Mississippi River Forest"
"211438",3337375490,"Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","","SPECIES","Nyssa sylvatica Marshall","Nyssa sylvatica","","","Arkansas",34.910553,-91.3079,10,"Mississippi River Forest"
"214781",3112282450,"Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","","SPECIES","Nyssa sylvatica Marshall","Nyssa sylvatica","","","Arkansas",35.766202,-90.702437,16,"Mississippi River Forest"
"2149331",3109070153,"Cornales","Cornaceae","Cornus","Cornus drummondii","","SPECIES","Cornus drummondii C.A.Mey.","Cornus drummondii","","","Arkansas",35.839747,-90.685265,8,"Mississippi River Forest"
"2174031",2992655773,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.776237,-90.70063,20,"Mississippi River Forest"
"220289",2813939333,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.776356,-90.706848,25,"Mississippi River Forest"
"221439",2634334878,"Cornales","Cornaceae","Cornus","Cornus drummondii","","SPECIES","Cornus drummondii C.A.Mey.","Cornus drummondii","","","Arkansas",35.854261,-90.136117,15,"Mississippi River Forest"
"222449",2611071927,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.736274,-90.560698,32,"Mississippi River Forest"
"223263",2596204286,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.793473,-90.745092,3,"Mississippi River Forest"
"224331",2445109314,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.977681,-90.716336,10,"Mississippi River Forest"
"227300",2236853258,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.78028,-90.701417,5,"Mississippi River Forest"
"227345",2236294028,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.776066,-90.701331,5,"Mississippi River Forest"
"228211",1935584989,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.776509,-90.707339,17,"Mississippi River Forest"
"229114",1850900708,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.664184,-90.675302,5,"Mississippi River Forest"
"229392",1841327735,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.780548,-90.708438,4,"Mississippi River Forest"
"2293991",1841317762,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.977819,-90.716024,15,"Mississippi River Forest"
"2296181",1839227669,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.7678,-90.7003,30,"Mississippi River Forest"
"229636",1838367125,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.599231,-90.957899,15,"Mississippi River Forest"
"230971",1453250254,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.767646,-90.699949,8,"Mississippi River Forest"
"231404",1265908638,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.977668,-90.71647,20,"Mississippi River Forest"
"231641",1052576053,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.973822,-90.716116,10,"Mississippi River Forest"
"231643",1052574909,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.259026,-91.698686,2,"Mississippi River Forest"
"231652",1042823241,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.97349,-90.71671,30,"Mississippi River Forest"
"231653",1042821078,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.973597,-90.717792,6,"Mississippi River Forest"
"231657",1042814602,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.98,-90.717,50,"Mississippi River Forest"
"2316581",1042814455,"Cornales","Cornaceae","Cornus","Cornus florida","","SPECIES","Cornus florida L.","Cornus florida","","","Arkansas",35.975583,-90.71806,3,"Mississippi River Forest"
"2316611",1038339022,"Cornales","Nyssaceae","Nyssa","Nyssa sylvatica","","SPECIES","Nyssa sylvatica Marshall","Nyssa sylvatica","","","Arkansas",35.783794,-90.706062,17,"Mississippi River Forest"
"232144",4080807425,"Crossosomatales","Staphyleaceae","Staphylea","Staphylea trifolia","","SPECIES","Staphylea trifolia L.","Staphylea trifolia","","","Arkansas",35.785148,-90.708466,2,"Mississippi River Forest"
"2336531",3113312018,"Crossosomatales","Staphyleaceae","Staphylea","Staphylea trifolia","","SPECIES","Staphylea trifolia L.","Staphylea trifolia","","","Arkansas",35.784557,-90.708378,1,"Mississippi River Forest"
"2337461",3079588093,"Crossosomatales","Staphyleaceae","Staphylea","Staphylea trifolia","","SPECIES","Staphylea trifolia L.","Staphylea trifolia","","","Arkansas",35.78445,-90.708386,2,"Mississippi River Forest"
"235177",4413440360,"Cucurbitales","Cucurbitaceae","Cucumis","Cucumis sativus","","SPECIES","Cucumis sativus L.","Cucumis sativus","","","Arkansas",34.967919,-91.817501,5,"Mississippi River Forest"
"235527",4405254448,"Cucurbitales","Cucurbitaceae","Sicyos","Sicyos angulatus","","SPECIES","Sicyos angulatus L.","Sicyos angulatus","","","Arkansas",35.635683,-90.934544,3,"Mississippi River Forest"
"235543",4405238185,"Cucurbitales","Cucurbitaceae","Melothria","Melothria pendula","","SPECIES","Melothria pendula L.","Melothria pendula","","","Arkansas",34.781564,-91.659488,10,"Mississippi River Forest"
"2369251",4137833189,"Cucurbitales","Cucurbitaceae","Melothria","Melothria pendula","","SPECIES","Melothria pendula L.","Melothria pendula","","","Arkansas",34.781884,-91.690831,19,"Mississippi River Forest"
"2397851",4022160548,"Cucurbitales","Cucurbitaceae","Melothria","Melothria pendula","","SPECIES","Melothria pendula L.","Melothria pendula","","","Arkansas",35.821595,-90.436622,4,"Mississippi River Forest"
"243805",3925116253,"Cucurbitales","Cucurbitaceae","Sicyos","Sicyos angulatus","","SPECIES","Sicyos angulatus L.","Sicyos angulatus","","","Arkansas",35.68102,-90.932572,4,"Mississippi River Forest"
"245784",3888993895,"Cucurbitales","Cucurbitaceae","Sicyos","Sicyos angulatus","","SPECIES","Sicyos angulatus L.","Sicyos angulatus","","","Arkansas",35.652447,-90.931633,4,"Mississippi River Forest"
"246349",3859419453,"Cucurbitales","Cucurbitaceae","Sicyos","Sicyos angulatus","","SPECIES","Sicyos angulatus L.","Sicyos angulatus","","","Arkansas",35.543345,-90.474702,24,"Mississippi River Forest"
"253775",2988491553,"Cucurbitales","Cucurbitaceae","Melothria","Melothria pendula","","SPECIES","Melothria pendula L.","Melothria pendula","","","Arkansas",34.968128,-91.817331,5,"Mississippi River Forest"
"254710",2860164895,"Cucurbitales","Cucurbitaceae","Sicyos","Sicyos angulatus","","SPECIES","Sicyos angulatus L.","Sicyos angulatus","","","Arkansas",34.88129,-90.34238,10,"Mississippi River Forest"
"255070",2826508669,"Cucurbitales","Cucurbitaceae","Melothria","Melothria pendula","","SPECIES","Melothria pendula L.","Melothria pendula","","","Arkansas",35.836319,-90.701003,1,"Mississippi River Forest"
"266388",4138094510,"Geraniales","Geraniaceae","Geranium","Geranium carolinianum","","SPECIES","Geranium carolinianum L.","Geranium carolinianum","","","Arkansas",34.781884,-91.690831,19,"Mississippi River Forest"
"270303",4112081833,"Geraniales","Geraniaceae","Geranium","Geranium carolinianum","","SPECIES","Geranium carolinianum L.","Geranium carolinianum","","","Arkansas",35.978817,-90.714928,5,"Mississippi River Forest"
"270405",4111975790,"Geraniales","Geraniaceae","Geranium","Geranium carolinianum","","SPECIES","Geranium carolinianum L.","Geranium carolinianum","","","Arkansas",35.803263,-90.691955,5,"Mississippi River Forest"
"271289",4102960400,"Geraniales","Geraniaceae","Geranium","Geranium dissectum","","SPECIES","Geranium dissectum L.","Geranium dissectum","","","Arkansas",35.279172,-90.557747,4,"Mississippi River Forest"
"2760751",4039145775,"Geraniales","Geraniaceae","Geranium","Geranium carolinianum","","SPECIES","Geranium carolinianum L.","Geranium carolinianum","","","Arkansas",35.810069,-90.62831,16,"Mississippi River Forest"
"289305",3759060529,"Geraniales","Geraniaceae","Geranium","Geranium dissectum","","SPECIES","Geranium dissectum L.","Geranium dissectum","","","Arkansas",35.820526,-90.725183,48,"Mississippi River Forest"
"296729",3124754633,"Geraniales","Geraniaceae","Geranium","Geranium carolinianum","","SPECIES","Geranium carolinianum L.","Geranium carolinianum","","","Arkansas",35.775397,-90.705705,32,"Mississippi River Forest"
"299124",3109063331,"Geraniales","Geraniaceae","Geranium","Geranium carolinianum","","SPECIES","Geranium carolinianum L.","Geranium carolinianum","","","Arkansas",35.792969,-90.687156,10,"Mississippi River Forest"
"304611",2634091957,"Geraniales","Geraniaceae","Geranium","Geranium dissectum","","SPECIES","Geranium dissectum L.","Geranium dissectum","","","Arkansas",35.208565,-90.234965,15,"Mississippi River Forest"
"305519",2620146933,"Geraniales","Geraniaceae","Geranium","Geranium carolinianum","","SPECIES","Geranium carolinianum L.","Geranium carolinianum","","","Arkansas",35.87866,-90.707672,13,"Mississippi River Forest"
"307098",2596371045,"Geraniales","Geraniaceae","Geranium","Geranium dissectum","","SPECIES","Geranium dissectum L.","Geranium dissectum","","","Arkansas",35.846361,-90.67549,3,"Mississippi River Forest"
"308064",2563429438,"Geraniales","Geraniaceae","Geranium","Geranium dissectum","","SPECIES","Geranium dissectum L.","Geranium dissectum","","","Arkansas",35.8354,-90.6773,30,"Mississippi River Forest"
"308252",2465194074,"Geraniales","Geraniaceae","Geranium","Geranium carolinianum","","SPECIES","Geranium carolinianum L.","Geranium carolinianum","","","Arkansas",35.771343,-90.702449,30,"Mississippi River Forest"
"308254",2465169543,"Geraniales","Geraniaceae","Geranium","Geranium dissectum","","SPECIES","Geranium dissectum L.","Geranium dissectum","","","Arkansas",35.842669,-90.664259,30,"Mississippi River Forest"
"310498",2238898460,"Geraniales","Geraniaceae","Geranium","Geranium dissectum","","SPECIES","Geranium dissectum L.","Geranium dissectum","","","Arkansas",35.915121,-90.646362,10,"Mississippi River Forest"
"314742",1562875776,"Geraniales","Geraniaceae","Geranium","Geranium dissectum","","SPECIES","Geranium dissectum L.","Geranium dissectum","","","Arkansas",35.974274,-90.718813,50,"Mississippi River Forest"
"3147481",1562875182,"Geraniales","Geraniaceae","Geranium","Geranium dissectum","","SPECIES","Geranium dissectum L.","Geranium dissectum","","","Arkansas",35.247603,-91.09362,5,"Mississippi River Forest"
"315502",1265895712,"Geraniales","Geraniaceae","Geranium","Geranium carolinianum","","SPECIES","Geranium carolinianum L.","Geranium carolinianum","","","Arkansas",35.831293,-90.708135,7,"Mississippi River Forest"
"315785",1088963656,"Geraniales","Geraniaceae","Geranium","Geranium dissectum","","SPECIES","Geranium dissectum L.","Geranium dissectum","","","Arkansas",35.831511,-90.737134,8,"Mississippi River Forest"
"316243",4417102716,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.77933,-90.73783,4,"Mississippi River Forest"
"317483",4400191031,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.685774,-90.474148,3,"Mississippi River Forest"
"317824",4171825981,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.941895,-90.634705,19,"Mississippi River Forest"
"318646",4138645099,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.97358,-90.717012,13,"Mississippi River Forest"
"320071",4112214641,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.80325,-90.691938,5,"Mississippi River Forest"
"320240",4111730810,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",34.754589,-90.72255,16,"Mississippi River Forest"
"320512",4102956373,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.840225,-90.685696,4,"Mississippi River Forest"
"324530",3966479907,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",34.78175,-91.496147,4,"Mississippi River Forest"
"328933",3947650647,"Laurales","Lauraceae","Lindera","Lindera benzoin","","SPECIES","Lindera benzoin (L.) Blume","Lindera benzoin","","","Arkansas",35.956467,-91.177803,4,"Mississippi River Forest"
"329291",3924993276,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.857001,-91.101744,3,"Mississippi River Forest"
"329363",3923547171,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.804037,-90.676178,4,"Mississippi River Forest"
"330541",3892625910,"Laurales","Lauraceae","Lindera","Lindera benzoin","","SPECIES","Lindera benzoin (L.) Blume","Lindera benzoin","","","Arkansas",35.653075,-90.925287,4,"Mississippi River Forest"
"330554",3892575813,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.652897,-90.923217,4,"Mississippi River Forest"
"3305991",3892397580,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.811413,-90.656845,4,"Mississippi River Forest"
"331237",3873560748,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.962537,-91.171303,4,"Mississippi River Forest"
"331348",3873204086,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.782628,-90.703362,4,"Mississippi River Forest"
"331420",3873000129,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.713358,-90.430271,4,"Mississippi River Forest"
"331474",3860804609,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.698818,-90.436742,2,"Mississippi River Forest"
"331559",3860545513,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.82286,-90.712647,16,"Mississippi River Forest"
"331635",3860374362,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.920822,-90.774697,4,"Mississippi River Forest"
"331662",3860323894,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.70333,-90.430442,4,"Mississippi River Forest"
"331677",3860277069,"Laurales","Lauraceae","Lindera","Lindera benzoin","","SPECIES","Lindera benzoin (L.) Blume","Lindera benzoin","","","Arkansas",34.895358,-91.114446,21,"Mississippi River Forest"
"331706",3860195467,"Laurales","Lauraceae","Lindera","Lindera benzoin","","SPECIES","Lindera benzoin (L.) Blume","Lindera benzoin","","","Arkansas",35.783912,-90.706175,30,"Mississippi River Forest"
"331999",3859438436,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.784313,-90.707537,4,"Mississippi River Forest"
"332307",3858575811,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.856797,-91.100075,4,"Mississippi River Forest"
"332372",3858451190,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.812338,-90.653812,4,"Mississippi River Forest"
"332509",3802681689,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",34.754873,-90.722458,6,"Mississippi River Forest"
"332656",3785159824,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",34.781038,-91.622196,21,"Mississippi River Forest"
"3326901",3785024312,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.838724,-90.679088,5,"Mississippi River Forest"
"339693",3302296994,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.76942,-90.699775,6,"Mississippi River Forest"
"340234",3113545800,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.767088,-90.696975,32,"Mississippi River Forest"
"343595",2980985050,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.774351,-90.702985,6,"Mississippi River Forest"
"344166",2963812723,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.8159,-90.69543,12,"Mississippi River Forest"
"346393",2803080079,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.174622,-91.291403,8,"Mississippi River Forest"
"348343",2596458018,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.783922,-90.745621,10,"Mississippi River Forest"
"349579",2444957023,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.77422,-90.703243,5,"Mississippi River Forest"
"350682",2331878063,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",34.755061,-91.901034,24,"Mississippi River Forest"
"353048",1932327940,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.841212,-90.685266,13,"Mississippi River Forest"
"353201",1920805335,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.441828,-90.798615,3,"Mississippi River Forest"
"353990",1841318543,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.978059,-90.717121,6,"Mississippi River Forest"
"354207",1839205989,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.845039,-90.650602,5,"Mississippi River Forest"
"3542221",1838367137,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.600819,-90.960399,15,"Mississippi River Forest"
"354296",1837086756,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.845039,-90.650602,5,"Mississippi River Forest"
"355135",1453157315,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.436068,-90.80472,7,"Mississippi River Forest"
"355624",1088960030,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.774474,-90.703061,5,"Mississippi River Forest"
"355656",1052577568,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.973674,-90.71692,13,"Mississippi River Forest"
"355658",1042823729,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.258592,-91.697763,4,"Mississippi River Forest"
"355660",1042821037,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.973497,-90.717278,9,"Mississippi River Forest"
"3556611",1042819481,"Laurales","Lauraceae","Sassafras","Sassafras albidum","","SPECIES","Sassafras albidum (Nutt.) Nees","Sassafras albidum","","","Arkansas",35.768565,-90.701369,50,"Mississippi River Forest"
"3562901",4414397372,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.533129,-90.680001,2,"Mississippi River Forest"
